b0000000 b0000000 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e0a0 10000000 51000003 51000007
a000e0df a00fffff 51000003 51000007
b0000431 b0005186 51000003 51000007
c000241e c0015803 51000003 51000007
d000d22b d00763fb 51000003 51000007
e000ec2c e003645d 51000003 51000007
f000e43e f00b750c 51000003 51000007
00001b2a 000c5145 51000003 51000007
1000e835 100cf874 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e0c0 10000000 51000003 51000007
a000e0ff a00fffff 51000003 51000007
b0000000 b0000000 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e0e0 10000000 51000003 51000007
a000e01f a00fffff 51000003 51000007
b0000000 b0000001 51000003 51000007
c0001a0e c00b87b6 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e000 10000000 51000003 51000007
a000e03f a00fffff 51000003 51000007
b0000010 b0042082 51000003 51000007
c000ca26 c003cf25 51000003 51000007
d000c724 d00f993d 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e020 10000000 51000003 51000007
